Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,Total_Delay,Overall_Service_Score
Male,Loyal Customer,58,Business travel,Eco,195.0,3,4,3,3,2,3,3,3,2,2,4,4,3,3,0.0,0.0,satisfied,0.0,2.9
Male,Loyal Customer,43,Personal Travel,Eco,992.0,2,3,3,3,2,3,3,3,3,2,3,3,2,3,14.0,12.0,satisfied,26.0,2.6
Female,Loyal Customer,23,Business travel,Business,1075.0,5,5,4,3,3,5,3,4,4,2,4,3,4,4,0.0,0.0,satisfied,0.0,3.6
Female,Loyal Customer,43,Personal Travel,Eco Plus,1752.0,3,4,3,3,5,3,3,4,3,4,2,4,2,3,1.0,0.0,neutral or dissatisfied,1.0,3.3
Female,Loyal Customer,46,Business travel,Business,408.0,3,3,4,2,4,3,5,4,4,4,2,4,4,4,3.0,17.0,neutral or dissatisfied,20.0,3.8
Female,Loyal Customer,11,Business travel,Business,129.0,4,5,5,3,5,4,5,5,4,4,3,3,5,5,0.0,0.0,satisfied,0.0,4.3
Male,Loyal Customer,63,Personal Travel,Eco,767.0,2,4,2,3,3,2,2,4,3,3,3,3,4,3,11.0,21.0,neutral or dissatisfied,32.0,3.0
Male,Loyal Customer,53,Business travel,Business,500.0,5,4,5,3,5,5,3,4,4,3,5,2,4,4,1.0,14.0,satisfied,15.0,3.9
Female,disloyal Customer,24,Business travel,Eco,371.0,3,3,2,2,1,3,0,1,2,2,2,3,2,1,0.0,0.0,neutral or dissatisfied,0.0,1.7
Male,Loyal Customer,39,Business travel,Business,1570.0,4,5,5,1,5,5,4,4,5,4,2,2,4,3,3.0,4.0,satisfied,7.0,3.7
Female,Loyal Customer,35,Business travel,Eco Plus,1204.0,2,3,3,3,4,3,3,3,3,3,3,4,4,3,0.0,0.0,neutral or dissatisfied,0.0,3.2
Female,Loyal Customer,59,Business travel,Eco,665.0,1,3,2,3,3,2,2,1,2,2,3,4,2,2,1.0,0.0,neutral or dissatisfied,1.0,2.2
Male,Loyal Customer,31,Personal Travel,Eco Plus,2319.0,1,3,2,1,3,2,2,2,2,2,3,5,4,2,0.0,0.0,neutral or dissatisfied,0.0,2.6
Female,disloyal Customer,22,Business travel,Business,898.0,3,5,4,2,3,3,3,4,3,4,5,3,5,4,0.0,0.0,satisfied,0.0,3.7
Male,Loyal Customer,38,Personal Travel,Eco,308.0,2,2,2,5,2,2,2,2,3,3,2,2,4,3,0.0,0.0,neutral or dissatisfied,0.0,2.5
Female,disloyal Customer,24,Personal Travel,Eco,218.0,2,5,3,3,0,3,1,0,2,1,5,5,1,0,32.5,40.0,neutral or dissatisfied,72.5,1.7
Male,Loyal Customer,54,Personal Travel,Eco Plus,541.0,4,5,3,3,5,4,4,4,4,4,4,4,3,3,12.0,23.0,neutral or dissatisfied,35.0,3.9
Female,Loyal Customer,39,Personal Travel,Eco,63.0,1,5,2,3,3,2,3,2,3,2,3,4,2,2,0.0,0.0,satisfied,0.0,2.5
Female,Loyal Customer,22,Personal Travel,Eco Plus,972.0,2,4,3,1,4,2,2,2,2,2,3,3,2,2,3.0,15.0,neutral or dissatisfied,18.0,2.4
Female,Loyal Customer,29,Business travel,Eco,1358.0,2,4,3,3,2,2,2,2,3,1,2,3,2,2,1.0,0.0,neutral or dissatisfied,1.0,2.1
Female,Loyal Customer,33,Personal Travel,Eco,1341.0,2,3,2,1,3,2,4,3,3,3,3,2,3,4,0.0,0.0,satisfied,0.0,3.0
Female,disloyal Customer,35,Business travel,Business,1696.0,4,5,4,4,4,4,4,5,3,3,3,3,4,5,9.0,18.0,neutral or dissatisfied,27.0,3.8
Male,disloyal Customer,15,Business travel,Business,818.0,2,4,2,4,2,3,3,4,4,5,3,4,3,4,0.0,0.0,satisfied,0.0,3.4
Male,Loyal Customer,22,Business travel,Business,55.0,4,3,3,4,3,4,3,4,4,3,3,4,5,4,3.0,0.0,satisfied,3.0,3.7
Male,disloyal Customer,44,Business travel,Eco,599.0,2,2,1,2,2,1,1,2,4,1,3,2,2,2,25.0,36.0,neutral or dissatisfied,61.0,2.1
Female,disloyal Customer,59,Business travel,Eco,997.0,4,4,4,3,2,3,2,3,3,3,2,3,3,3,0.0,0.0,neutral or dissatisfied,0.0,2.8
Female,Loyal Customer,32,Personal Travel,Eco,731.0,3,5,3,3,2,3,1,1,2,2,3,3,1,1,0.0,0.0,neutral or dissatisfied,0.0,1.9
Female,Loyal Customer,41,Business travel,Business,342.0,2,4,3,5,3,3,3,4,3,2,4,3,4,4,0.0,0.0,satisfied,0.0,3.2
Female,Loyal Customer,75,Business travel,Business,306.0,5,5,5,3,3,5,4,4,4,3,2,1,4,5,9.0,0.0,satisfied,9.0,3.5
Male,Loyal Customer,43,Business travel,Business,825.0,5,5,5,2,4,5,4,4,5,4,3,4,4,4,3.0,0.0,satisfied,3.0,4.1
Female,Loyal Customer,10,Business travel,Business,468.0,3,5,3,3,2,4,4,3,4,5,2,4,4,4,32.5,35.0,satisfied,67.5,3.5
Male,disloyal Customer,48,Business travel,Eco,878.0,1,3,0,3,3,1,3,3,2,4,4,2,2,2,0.0,0.0,neutral or dissatisfied,0.0,2.6
Male,Loyal Customer,43,Business travel,Business,776.0,5,4,5,3,2,5,3,2,3,2,3,3,2,2,10.0,19.0,satisfied,29.0,2.7
Female,Loyal Customer,33,Personal Travel,Eco,1109.0,2,4,2,3,1,2,1,1,1,1,3,4,1,1,2.0,0.0,satisfied,2.0,1.6
Male,Loyal Customer,23,Business travel,Business,1813.0,5,5,5,5,4,4,5,5,4,5,4,3,5,5,5.0,0.0,satisfied,5.0,4.5
Female,Loyal Customer,52,Business travel,Business,1682.0,4,3,4,2,4,4,4,4,4,5,3,3,4,4,0.0,0.0,satisfied,0.0,3.9
Male,Loyal Customer,7,Business travel,Eco,1368.0,4,4,4,3,2,3,2,2,2,3,2,1,2,2,18.0,8.0,neutral or dissatisfied,26.0,2.2
Female,Loyal Customer,33,Business travel,Business,573.0,5,4,4,4,4,4,4,4,3,3,1,4,3,2,0.0,0.0,satisfied,0.0,3.3
Female,Loyal Customer,34,Business travel,Business,1091.0,3,3,5,3,2,4,4,1,4,3,3,2,2,2,0.0,0.0,satisfied,0.0,2.6
Male,Loyal Customer,29,Business travel,Business,290.0,4,3,4,3,4,4,4,4,4,4,3,3,4,4,7.0,4.0,satisfied,11.0,3.8
Female,Loyal Customer,38,Business travel,Eco Plus,398.0,2,4,3,3,4,2,3,4,4,4,2,4,4,4,32.0,37.0,satisfied,69.0,3.5
Male,Loyal Customer,21,Business travel,Business,208.0,4,4,3,3,3,4,3,4,3,2,2,4,4,3,10.0,2.0,satisfied,12.0,3.2
Female,Loyal Customer,48,Business travel,Business,1220.0,4,4,4,3,4,4,4,5,3,3,2,4,5,5,0.0,0.0,satisfied,0.0,3.9
Female,Loyal Customer,84,Business travel,Eco,1258.0,2,4,3,3,3,3,3,3,5,3,5,4,2,3,0.0,0.0,neutral or dissatisfied,0.0,3.3
Male,Loyal Customer,26,Business travel,Eco,802.0,3,3,2,1,1,2,2,2,1,1,4,3,2,1,0.0,0.0,neutral or dissatisfied,0.0,2.0
Male,Loyal Customer,46,Business travel,Eco,595.0,4,4,3,2,3,4,3,3,3,4,4,3,3,4,2.0,11.0,satisfied,13.0,3.4
Male,Loyal Customer,42,Personal Travel,Eco,746.0,4,4,4,4,2,4,2,3,2,3,3,3,3,2,6.0,20.0,satisfied,26.0,2.7
Female,Loyal Customer,43,Business travel,Eco,1107.0,2,4,3,5,2,2,3,3,2,2,3,3,3,2,1.0,0.0,neutral or dissatisfied,1.0,2.5
Female,disloyal Customer,33,Personal Travel,Eco Plus,1511.0,4,5,5,2,3,4,4,4,5,4,5,2,5,5,29.0,27.0,neutral or dissatisfied,56.0,4.1
Female,disloyal Customer,40,Business travel,Business,1077.0,5,5,5,2,4,5,4,5,4,4,3,1,5,5,0.0,0.0,neutral or dissatisfied,0.0,4.0
Female,Loyal Customer,43,Business travel,Eco,652.0,3,4,2,4,2,2,2,2,2,2,3,3,2,3,4.0,8.0,neutral or dissatisfied,12.0,2.4
Female,Loyal Customer,52,Business travel,Eco,611.0,2,4,2,2,1,3,1,2,2,2,4,3,2,2,22.0,25.0,neutral or dissatisfied,47.0,2.1
Male,Loyal Customer,51,Personal Travel,Eco,1067.0,3,4,2,3,3,3,3,4,3,2,2,4,2,3,0.0,0.0,satisfied,0.0,2.9
Male,disloyal Customer,59,Business travel,Business,93.0,5,5,5,1,5,4,5,4,4,4,4,4,4,5,23.0,24.0,neutral or dissatisfied,47.0,4.4
Male,Loyal Customer,29,Personal Travel,Eco Plus,312.0,2,5,3,1,2,2,4,3,3,3,3,5,3,4,0.0,0.0,neutral or dissatisfied,0.0,3.2
Female,Loyal Customer,43,Personal Travel,Business,1425.0,3,4,3,4,4,3,4,5,4,4,4,4,4,5,14.0,17.0,satisfied,31.0,4.1
Female,Loyal Customer,38,Business travel,Business,812.0,5,5,4,3,5,4,5,5,4,4,2,4,5,5,32.5,40.0,satisfied,72.5,4.4
Female,Loyal Customer,53,Business travel,Business,415.0,5,3,3,4,4,4,4,4,4,3,3,2,3,3,15.0,0.0,neutral or dissatisfied,15.0,3.5
Male,Loyal Customer,16,Business travel,Business,1397.0,3,5,4,4,3,4,4,3,3,3,4,2,4,3,32.5,24.0,satisfied,56.5,3.2
Male,Loyal Customer,56,Personal Travel,Eco,544.0,2,3,3,2,1,2,2,0,1,3,2,4,3,2,0.0,0.0,neutral or dissatisfied,0.0,2.0
Male,Loyal Customer,45,Business travel,Eco,1059.0,2,4,3,2,3,2,3,3,4,3,3,3,4,3,21.0,17.0,satisfied,38.0,3.1
Female,Loyal Customer,58,Personal Travel,Business,45.0,4,5,4,3,3,3,4,4,3,3,5,2,4,4,25.0,13.0,satisfied,38.0,3.6
Female,Loyal Customer,41,Business travel,Business,612.0,4,4,4,4,4,4,4,3,4,3,2,4,4,4,11.0,6.0,neutral or dissatisfied,17.0,3.6
Male,Loyal Customer,37,Personal Travel,Eco,1217.0,4,4,3,2,3,3,3,3,3,2,3,3,4,2,0.0,0.0,neutral or dissatisfied,0.0,3.0
Female,Loyal Customer,30,Business travel,Business,906.0,5,4,3,2,3,4,4,5,3,3,3,5,3,3,14.0,28.0,satisfied,42.0,3.7
Female,disloyal Customer,34,Business travel,Eco,69.0,3,3,2,3,3,2,4,3,2,2,4,2,4,3,1.0,15.0,neutral or dissatisfied,16.0,3.0
Male,Loyal Customer,10,Business travel,Eco,814.0,4,4,3,4,2,3,1,3,2,1,2,3,2,2,17.0,0.0,neutral or dissatisfied,17.0,2.2
Male,disloyal Customer,38,Personal Travel,Business,1562.0,5,5,5,5,4,5,5,5,4,5,2,3,3,5,1.0,0.0,satisfied,1.0,4.1
Male,Loyal Customer,32,Business travel,Eco,1078.0,3,3,3,3,4,5,3,3,4,3,3,4,4,4,0.0,0.0,satisfied,0.0,3.5
Female,disloyal Customer,41,Personal Travel,Eco Plus,108.0,2,5,3,1,3,3,5,5,4,4,3,2,4,4,0.0,0.0,neutral or dissatisfied,0.0,3.6
Male,Loyal Customer,29,Business travel,Eco,941.0,4,3,3,3,1,3,3,1,1,1,2,2,0,1,1.0,0.0,neutral or dissatisfied,1.0,1.6
Female,Loyal Customer,45,Business travel,Eco,334.0,2,4,2,3,1,2,3,3,1,1,3,3,2,2,0.0,0.0,satisfied,0.0,2.1
Male,Loyal Customer,38,Business travel,Eco,883.0,4,2,3,2,2,3,4,3,3,3,4,3,3,4,3.0,12.0,satisfied,15.0,3.3
Male,disloyal Customer,13,Personal Travel,Eco,804.0,2,2,3,4,3,2,3,4,4,3,4,3,3,4,0.0,0.0,neutral or dissatisfied,0.0,3.3
Male,disloyal Customer,41,Business travel,Business,879.0,5,5,5,2,4,5,4,3,3,2,4,4,3,2,20.0,4.0,satisfied,24.0,3.4
Male,Loyal Customer,52,Personal Travel,Business,270.0,4,5,3,3,5,4,5,5,5,4,4,4,5,5,7.0,0.0,satisfied,7.0,4.6
Female,Loyal Customer,53,Personal Travel,Eco,468.0,0,4,0,4,3,1,2,3,3,3,2,3,3,2,0.0,0.0,neutral or dissatisfied,0.0,2.4
Male,Loyal Customer,27,Personal Travel,Eco,905.0,2,4,2,3,3,2,1,3,2,2,4,1,3,3,5.0,6.0,neutral or dissatisfied,11.0,2.4
Male,Loyal Customer,17,Business travel,Eco,688.0,1,2,1,2,3,0,0,1,1,2,3,3,0,2,0.0,0.0,neutral or dissatisfied,0.0,1.6
Female,Loyal Customer,56,Business travel,Business,2678.5,4,4,4,4,5,4,4,4,3,3,3,3,4,4,0.0,0.0,satisfied,0.0,3.7
Female,Loyal Customer,46,Business travel,Eco,1090.0,1,2,1,3,2,1,3,3,3,3,3,2,4,4,12.0,15.0,neutral or dissatisfied,27.0,2.8
Female,Loyal Customer,25,Business travel,Business,580.0,4,3,4,3,3,3,5,5,5,4,3,3,4,5,0.0,0.0,satisfied,0.0,4.1
Female,Loyal Customer,27,Business travel,Business,535.0,5,4,5,2,4,4,4,5,4,3,2,4,3,5,2.0,0.0,satisfied,2.0,3.9
Female,disloyal Customer,40,Personal Travel,Eco Plus,404.0,2,5,2,1,3,3,5,3,4,3,3,3,4,4,13.0,24.0,satisfied,37.0,3.4
Female,Loyal Customer,53,Business travel,Business,1046.0,5,5,4,3,4,5,4,4,5,5,3,4,4,5,0.0,0.0,satisfied,0.0,4.3
Male,Loyal Customer,35,Business travel,Eco Plus,294.0,1,1,2,3,5,2,4,4,4,3,3,4,4,4,0.0,0.0,satisfied,0.0,3.6
Female,Loyal Customer,18,Business travel,Eco Plus,300.0,3,3,3,1,4,4,4,3,4,3,3,3,4,4,0.0,0.0,satisfied,0.0,3.5
Male,Loyal Customer,11,Personal Travel,Eco,688.0,3,4,3,5,3,3,4,4,4,4,5,3,5,5,32.5,40.0,neutral or dissatisfied,72.5,4.0
Female,Loyal Customer,28,Business travel,Eco Plus,121.0,4,5,5,4,3,4,2,3,2,4,3,3,2,2,32.5,40.0,neutral or dissatisfied,72.5,2.8
Female,Loyal Customer,27,Personal Travel,Eco,1009.0,3,2,3,2,4,3,4,4,3,2,3,4,3,3,6.0,0.0,satisfied,6.0,3.3
Female,Loyal Customer,23,Business travel,Eco,890.0,3,3,1,4,1,2,1,1,1,2,4,4,1,1,0.0,0.0,neutral or dissatisfied,0.0,1.9
Male,Loyal Customer,61,Business travel,Business,418.0,3,3,4,0,4,4,5,5,4,3,2,5,5,4,0.0,0.0,satisfied,0.0,4.0
Male,Loyal Customer,16,Personal Travel,Eco,502.0,2,3,1,4,2,2,3,3,4,3,4,3,2,3,0.0,0.0,neutral or dissatisfied,0.0,2.9
Female,Loyal Customer,29,Business travel,Business,1634.0,5,5,4,2,2,5,3,2,2,2,2,2,2,2,15.0,10.0,satisfied,25.0,2.4
Male,Loyal Customer,72,Business travel,Business,517.0,4,5,5,2,4,5,4,3,4,3,2,3,4,4,0.0,0.0,satisfied,0.0,3.5
Male,Loyal Customer,28,Personal Travel,Eco,685.0,2,4,2,2,4,2,4,5,4,3,3,2,4,4,0.0,0.0,satisfied,0.0,3.5
Male,Loyal Customer,40,Business travel,Business,656.0,4,4,4,2,3,4,4,4,4,5,5,2,5,4,0.0,0.0,satisfied,0.0,4.0
Female,Loyal Customer,61,Business travel,Business,1312.0,5,5,5,3,3,4,3,3,3,2,3,2,2,3,4.0,15.0,satisfied,19.0,2.9
Female,Loyal Customer,38,Personal Travel,Eco,1170.0,2,3,2,3,2,2,2,1,1,1,5,2,1,0,1.0,7.0,neutral or dissatisfied,8.0,1.7
Female,Loyal Customer,46,Business travel,Eco,1137.0,2,5,3,1,2,2,1,1,2,1,3,4,2,1,6.0,26.0,neutral or dissatisfied,32.0,1.9
Male,Loyal Customer,30,Personal Travel,Eco,1584.0,2,1,2,3,1,3,1,2,1,0,4,4,2,1,5.0,7.497408627960558,neutral or dissatisfied,12.497408627960558,1.8
Male,Loyal Customer,27,Personal Travel,Eco,494.0,3,5,3,3,2,3,2,3,1,2,3,4,2,3,9.0,0.0,neutral or dissatisfied,9.0,2.5
Male,Loyal Customer,16,Business travel,Business,1439.0,5,3,3,4,5,4,5,5,5,5,4,4,5,5,0.0,0.0,satisfied,0.0,4.8
Female,Loyal Customer,37,Business travel,Eco,435.0,2,0,2,2,3,2,4,2,3,3,4,1,2,3,0.0,0.0,satisfied,0.0,2.7
Male,Loyal Customer,46,Business travel,Business,725.0,4,5,5,2,4,5,5,5,5,4,3,4,5,5,32.5,21.0,satisfied,53.5,4.4
Female,Loyal Customer,69,Business travel,Business,715.0,3,3,3,3,5,3,5,5,4,4,5,3,5,5,0.0,0.0,satisfied,0.0,4.4
Male,Loyal Customer,32,Business travel,Eco Plus,1491.0,4,4,4,2,1,4,1,1,1,0,4,4,1,2,0.0,0.0,neutral or dissatisfied,0.0,1.9
Female,Loyal Customer,58,Personal Travel,Eco,328.0,2,4,2,4,2,2,2,2,2,1,4,5,2,2,2.0,1.0,neutral or dissatisfied,3.0,2.4
Male,Loyal Customer,54,Personal Travel,Eco Plus,1512.0,3,5,3,2,3,3,2,1,2,1,5,3,3,2,7.0,0.0,neutral or dissatisfied,7.0,2.5
Female,Loyal Customer,29,Personal Travel,Eco,1114.0,3,4,3,3,3,3,5,5,4,3,2,4,3,5,26.0,37.0,neutral or dissatisfied,63.0,3.7
Female,Loyal Customer,40,Personal Travel,Eco Plus,1189.0,3,3,2,4,1,3,2,3,2,2,3,2,3,2,0.0,0.0,satisfied,0.0,2.3
Female,Loyal Customer,41,Business travel,Business,763.0,4,3,4,2,2,3,3,4,2,3,1,4,4,3,0.0,0.0,satisfied,0.0,3.0
Male,Loyal Customer,19,Business travel,Business,1236.0,4,3,3,3,4,3,4,5,5,5,3,4,5,5,4.0,0.0,satisfied,4.0,4.4
Female,Loyal Customer,36,Business travel,Eco,721.0,1,3,0,3,1,1,2,2,2,1,3,5,3,3,0.0,0.0,neutral or dissatisfied,0.0,2.3
Male,Loyal Customer,27,Business travel,Business,557.0,5,4,4,3,5,5,5,5,5,2,3,3,5,5,0.0,0.0,neutral or dissatisfied,0.0,4.3
Female,Loyal Customer,37,Personal Travel,Eco,1720.0,3,5,3,2,0,3,1,2,3,1,3,4,1,1,0.0,0.0,neutral or dissatisfied,0.0,1.9
Female,disloyal Customer,38,Personal Travel,Business,475.0,5,5,4,5,4,4,5,5,5,4,5,3,5,5,9.0,9.0,neutral or dissatisfied,18.0,4.6
Female,Loyal Customer,39,Personal Travel,Eco,425.0,0,3,0,3,1,1,0,0,2,0,1,2,0,0,22.0,9.0,neutral or dissatisfied,31.0,0.6
Female,disloyal Customer,31,Business travel,Business,2678.5,4,5,3,2,3,3,5,5,5,3,4,2,5,4,28.0,37.0,satisfied,65.0,4.0
Male,Loyal Customer,24,Business travel,Business,508.0,4,3,5,2,5,4,5,5,4,5,2,4,5,4,0.0,0.0,neutral or dissatisfied,0.0,4.3
Female,Loyal Customer,13,Business travel,Eco,301.0,1,3,3,2,3,2,2,2,3,2,2,1,3,2,20.0,9.0,neutral or dissatisfied,29.0,2.1
Female,Loyal Customer,54,Business travel,Business,1932.0,4,5,4,3,4,4,4,3,4,4,4,3,4,4,6.0,0.0,neutral or dissatisfied,6.0,3.8
Female,Loyal Customer,40,Business travel,Business,2678.5,4,5,4,4,4,3,5,4,4,4,3,3,5,4,0.0,0.0,satisfied,0.0,4.0
Male,Loyal Customer,55,Personal Travel,Eco,659.0,1,3,1,3,1,1,2,2,2,2,5,3,3,2,25.0,20.0,satisfied,45.0,2.3
Male,Loyal Customer,38,Business travel,Business,2560.0,5,5,5,2,4,5,4,4,3,4,3,5,4,4,24.0,22.0,satisfied,46.0,4.0
Female,disloyal Customer,40,Personal Travel,Eco,354.0,4,4,4,1,3,4,3,2,4,2,2,2,3,3,1.0,9.0,neutral or dissatisfied,10.0,2.8
Male,Loyal Customer,36,Personal Travel,Eco Plus,1346.0,2,2,2,2,3,2,3,4,2,4,3,4,3,3,0.0,0.0,neutral or dissatisfied,0.0,3.1
Male,Loyal Customer,34,Business travel,Eco,474.0,2,3,3,4,3,2,2,2,1,2,2,4,2,3,13.0,25.0,neutral or dissatisfied,38.0,2.3
Female,Loyal Customer,43,Business travel,Business,1569.0,4,4,4,2,3,4,4,3,2,4,3,3,3,4,0.0,0.0,neutral or dissatisfied,0.0,3.3
Female,Loyal Customer,35,Personal Travel,Eco,567.0,2,2,2,2,3,2,2,2,2,3,2,2,2,3,21.0,18.0,neutral or dissatisfied,39.0,2.3
Male,Loyal Customer,54,Personal Travel,Eco,503.0,4,5,3,3,3,3,3,2,3,2,4,5,3,2,20.0,14.0,neutral or dissatisfied,34.0,3.1
Male,Loyal Customer,61,Business travel,Eco,785.0,2,5,2,3,2,2,3,3,2,2,4,5,2,2,0.0,0.0,satisfied,0.0,2.7
Male,Loyal Customer,59,Business travel,Business,1333.0,5,5,5,2,3,5,5,5,4,4,5,3,3,4,6.0,0.0,satisfied,6.0,4.1
Female,Loyal Customer,63,Business travel,Business,1522.0,4,5,3,3,2,4,4,5,4,3,1,4,4,4,4.0,10.0,satisfied,14.0,3.5
Female,Loyal Customer,23,Business travel,Business,568.0,4,5,4,4,4,4,5,5,3,2,3,2,4,4,16.0,15.0,satisfied,31.0,3.6
Female,Loyal Customer,58,Business travel,Business,1403.0,3,5,2,4,4,3,4,3,3,5,4,4,3,3,10.0,17.0,satisfied,27.0,3.6
Male,Loyal Customer,41,Business travel,Business,1474.0,4,4,5,3,3,4,2,3,3,2,3,4,2,4,1.0,0.0,satisfied,1.0,3.0
Male,Loyal Customer,42,Business travel,Business,141.0,1,5,3,3,4,3,4,4,5,5,2,2,4,4,0.0,0.0,satisfied,0.0,3.5
Male,disloyal Customer,29,Business travel,Eco,1944.0,2,3,1,2,2,1,3,3,3,4,3,2,3,3,0.0,0.0,neutral or dissatisfied,0.0,2.8
Female,Loyal Customer,34,Business travel,Business,616.0,5,4,4,2,4,4,5,5,5,4,1,3,4,4,17.0,14.0,neutral or dissatisfied,31.0,4.0
Female,Loyal Customer,7,Business travel,Business,1022.0,4,5,5,5,4,4,5,5,4,5,3,3,5,5,0.0,0.0,satisfied,0.0,4.3
Female,disloyal Customer,48,Personal Travel,Business,626.0,3,2,3,2,3,3,3,4,4,3,3,3,4,3,0.0,0.0,satisfied,0.0,3.3
Male,Loyal Customer,37,Business travel,Business,486.0,5,5,5,1,4,5,4,5,4,5,2,2,5,4,9.0,24.0,satisfied,33.0,4.0
Female,disloyal Customer,32,Business travel,Business,790.0,5,4,5,4,5,4,5,5,5,3,5,2,4,5,0.0,0.0,satisfied,0.0,4.4
Male,Loyal Customer,60,Business travel,Eco,90.0,3,4,3,2,1,3,2,1,2,2,5,4,2,2,23.0,31.0,neutral or dissatisfied,54.0,2.4
Male,Loyal Customer,40,Business travel,Eco,1118.0,2,3,2,3,4,2,3,3,3,3,4,2,2,2,18.0,23.0,neutral or dissatisfied,41.0,2.8
Female,Loyal Customer,26,Business travel,Business,1205.0,5,4,5,1,3,5,4,5,2,2,1,1,3,4,0.0,0.0,satisfied,0.0,3.0
Female,Loyal Customer,40,Personal Travel,Eco,2678.5,2,4,3,3,5,4,3,3,4,2,2,3,3,4,31.0,40.0,satisfied,71.0,3.1
Male,Loyal Customer,66,Business travel,Eco,403.0,1,2,1,3,2,1,2,3,3,1,3,3,2,2,1.0,10.0,neutral or dissatisfied,11.0,2.2
Male,Loyal Customer,38,Business travel,Eco,400.0,1,2,0,3,2,1,3,2,2,1,4,4,1,2,0.0,0.0,neutral or dissatisfied,0.0,2.2
Female,Loyal Customer,52,Business travel,Business,1677.0,3,4,4,4,2,4,3,3,3,2,3,4,3,2,31.0,23.0,satisfied,54.0,2.8
Male,Loyal Customer,29,Personal Travel,Eco,323.0,2,4,3,2,3,2,1,1,2,2,1,3,2,2,2.0,0.0,satisfied,2.0,1.9
Male,Loyal Customer,47,Business travel,Business,355.0,4,5,4,2,3,3,4,4,3,4,4,3,3,4,11.0,7.0,neutral or dissatisfied,18.0,3.6
Male,Loyal Customer,43,Business travel,Eco Plus,1313.0,4,3,5,3,4,4,4,3,3,3,3,3,2,4,7.0,10.0,satisfied,17.0,3.3
Male,Loyal Customer,40,Business travel,Eco,352.0,2,3,2,3,3,2,4,3,3,4,3,2,5,4,20.0,28.0,neutral or dissatisfied,48.0,3.3
Female,disloyal Customer,33,Personal Travel,Eco,622.0,3,4,3,3,3,2,2,3,3,2,5,3,3,2,10.0,1.0,neutral or dissatisfied,11.0,2.9
Female,Loyal Customer,36,Personal Travel,Eco Plus,1226.0,4,4,4,2,2,3,3,2,2,3,2,3,4,3,6.0,19.0,neutral or dissatisfied,25.0,2.8
Female,Loyal Customer,12,Business travel,Business,499.0,2,3,3,4,2,3,5,4,4,5,4,3,4,5,0.0,0.0,satisfied,0.0,3.8
Male,Loyal Customer,16,Business travel,Eco,1822.0,3,5,2,5,3,3,2,2,3,2,5,3,3,2,0.0,0.0,neutral or dissatisfied,0.0,2.8
Male,Loyal Customer,17,Personal Travel,Eco,174.0,2,2,3,5,3,2,2,3,2,3,4,3,3,2,16.0,0.0,neutral or dissatisfied,16.0,2.7
Female,Loyal Customer,17,Business travel,Eco,641.0,1,4,2,4,2,2,2,1,3,3,3,4,3,2,0.0,0.0,neutral or dissatisfied,0.0,2.4
Male,disloyal Customer,36,Business travel,Eco,2678.5,2,3,0,2,4,0,3,2,2,2,4,4,2,3,5.0,7.0,neutral or dissatisfied,12.0,2.8
Female,Loyal Customer,32,Personal Travel,Eco Plus,868.0,2,4,3,3,4,4,4,4,4,5,5,5,3,4,0.0,0.0,neutral or dissatisfied,0.0,4.0
Female,Loyal Customer,24,Business travel,Business,330.0,3,1,4,2,4,4,4,4,3,3,3,1,5,4,0.0,0.0,satisfied,0.0,3.4
Male,disloyal Customer,58,Business travel,Eco Plus,1304.0,3,5,2,4,1,3,2,2,3,2,3,1,2,2,32.5,40.0,neutral or dissatisfied,72.5,2.1
Female,Loyal Customer,36,Business travel,Eco,159.0,3,3,4,3,2,4,2,3,2,3,4,4,2,3,4.0,1.365797703809616,neutral or dissatisfied,5.365797703809616,2.8
Female,Loyal Customer,53,Business travel,Business,703.0,4,4,5,2,3,3,3,3,4,3,4,2,4,3,10.0,13.0,neutral or dissatisfied,23.0,3.3
Male,Loyal Customer,18,Business travel,Eco,1013.0,3,4,3,4,4,3,4,3,3,4,3,3,3,4,15.0,25.0,neutral or dissatisfied,40.0,3.4
Male,Loyal Customer,46,Business travel,Business,671.0,5,5,5,4,5,4,4,4,4,5,4,4,4,5,0.0,0.0,satisfied,0.0,4.4
Male,Loyal Customer,55,Business travel,Eco,1137.0,3,3,2,2,1,2,2,2,2,3,4,4,2,2,1.0,5.0,neutral or dissatisfied,6.0,2.5
Female,Loyal Customer,46,Business travel,Eco,195.0,2,3,1,2,3,2,2,3,3,2,4,2,2,3,0.0,0.0,satisfied,0.0,2.6
Male,Loyal Customer,33,Business travel,Business,671.0,5,4,5,4,3,5,4,5,4,5,2,3,4,5,2.0,0.0,satisfied,2.0,4.0
Female,Loyal Customer,36,Business travel,Eco,1215.0,2,4,3,2,3,3,2,2,3,3,3,3,3,3,0.0,0.0,neutral or dissatisfied,0.0,2.7
Female,Loyal Customer,45,Business travel,Eco,1751.0,2,3,2,0,3,1,4,4,3,3,4,2,4,4,0.0,0.0,neutral or dissatisfied,0.0,3.3
