id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
7889,Male,Loyal Customer,76,Business travel,Business,909,3,2,3,2,4,3,4,5,4,4,2,3,4,5,8,11.0,satisfied
7890,Male,Loyal Customer,58,Business travel,Business,2480,4,5,5,2,4,4,5,3,5,4,3,5,3,4,7,0.0,satisfied
7891,Male,Loyal Customer,18,Business travel,Business,1605,5,2,5,2,3,4,3,3,4,2,4,4,2,4,2,0.0,satisfied
7892,Male,disloyal Customer,85,Business travel,Eco,860,2,5,3,4,0,3,1,0,1,0,3,4,0,0,18,26.0,neutral or dissatisfied
7893,Female,Loyal Customer,50,Business travel,Business,235,5,5,5,1,4,5,3,3,3,2,3,2,3,3,8,8.0,satisfied
7894,Male,Loyal Customer,42,Personal Travel,Business,1743,5,5,5,3,4,5,4,4,3,4,5,3,3,4,5,0.0,satisfied
7895,Male,Loyal Customer,62,Business travel,Business,689,3,5,5,2,4,4,4,4,4,4,3,4,5,3,25,23.0,neutral or dissatisfied
7896,Female,Loyal Customer,27,Business travel,Business,1332,5,4,5,3,3,5,4,5,5,4,3,0,5,5,12,12.0,satisfied
7897,Female,Loyal Customer,33,Business travel,Business,184,5,3,5,3,3,5,3,3,3,2,3,2,3,3,31,42.0,satisfied
7898,Male,Loyal Customer,41,Business travel,Eco,813,3,3,3,5,3,3,1,3,2,2,2,2,2,2,12,6.0,neutral or dissatisfied
7899,Female,disloyal Customer,48,Business travel,Eco Plus,338,1,3,1,2,3,1,2,2,3,2,2,2,3,2,78,67.0,neutral or dissatisfied
7900,Male,Loyal Customer,45,Business travel,Eco,1088,1,2,1,3,2,1,2,1,3,3,3,4,4,3,8,18.0,neutral or dissatisfied
7901,Female,Loyal Customer,43,Personal Travel,Business,399,4,3,4,3,5,4,4,5,4,3,4,4,5,5,6,14.0,satisfied
7902,Male,Loyal Customer,34,Business travel,Business,1008,5,5,4,4,4,4,5,5,5,5,3,4,5,5,33,7.0,satisfied
7903,Female,disloyal Customer,45,Business travel,Business,856,3,4,4,3,4,3,4,5,4,5,3,2,5,5,0,0.0,satisfied
7904,Male,Loyal Customer,44,Personal Travel,Eco,1998,2,5,3,2,1,4,1,1,2,2,4,3,1,1,0,0.0,satisfied
7905,Female,disloyal Customer,40,Business travel,Eco,1113,4,4,4,3,3,4,3,2,3,2,3,4,3,2,2,0.0,satisfied
7906,Male,Loyal Customer,36,Business travel,Business,1164,5,4,3,4,4,4,4,4,3,4,3,4,4,5,69,55.0,satisfied
7907,Female,Loyal Customer,32,Personal Travel,Eco,429,3,3,3,4,3,3,2,3,2,3,2,3,2,2,6,7.0,satisfied
7908,Female,disloyal Customer,18,Business travel,Business,473,5,5,5,4,5,5,4,3,4,2,3,4,4,5,0,0.0,satisfied
7909,Male,Loyal Customer,61,Business travel,Business,1466,4,5,5,4,4,4,4,5,4,5,3,3,5,4,13,2.0,satisfied
7910,Female,Loyal Customer,51,Business travel,Business,237,4,4,3,4,4,3,5,4,4,4,2,2,5,5,8,8.0,satisfied
7911,Male,disloyal Customer,55,Business travel,Business,466,4,3,4,2,3,4,4,4,4,3,5,3,5,4,2,0.0,satisfied
7912,Female,Loyal Customer,23,Business travel,Business,1722,5,5,4,2,5,5,3,4,4,3,2,3,3,5,23,11.0,satisfied
7913,Male,Loyal Customer,33,Personal Travel,Eco,1372,3,3,3,3,1,4,2,2,0,1,4,5,1,2,11,24.0,neutral or dissatisfied
7914,Male,disloyal Customer,39,Personal Travel,Business,1228,4,4,3,3,4,3,5,5,5,4,2,4,4,4,3,10.0,satisfied
7915,Male,disloyal Customer,45,Business travel,Eco,452,1,5,2,2,4,2,2,3,2,4,3,3,2,2,0,0.0,neutral or dissatisfied
7916,Male,disloyal Customer,28,Personal Travel,Eco,1481,2,2,2,1,2,3,2,1,3,3,3,3,2,1,51,47.0,neutral or dissatisfied
7917,Male,disloyal Customer,66,Personal Travel,Eco,1616,2,3,1,3,1,1,0,2,2,2,3,3,1,1,5,21.0,neutral or dissatisfied
7918,Female,Loyal Customer,53,Business travel,Business,151,4,4,5,4,3,5,5,5,4,5,3,2,4,5,12,16.0,neutral or dissatisfied
7919,Female,disloyal Customer,43,Business travel,Business,286,4,3,5,2,3,4,4,4,4,2,3,5,4,4,13,14.0,neutral or dissatisfied
7920,Male,Loyal Customer,45,Business travel,Eco,1592,4,5,4,2,3,3,3,4,3,2,3,1,3,3,0,0.0,satisfied
7921,Male,Loyal Customer,37,Business travel,Business,802,4,5,4,1,4,5,4,5,4,3,4,2,4,5,2,0.0,satisfied
7922,Female,Loyal Customer,30,Personal Travel,Eco Plus,1524,3,2,4,4,4,3,3,3,4,4,3,4,4,4,1,0.0,satisfied
7923,Male,Loyal Customer,7,Personal Travel,Eco,642,3,4,3,2,1,2,1,1,1,0,3,2,0,1,7,1.0,satisfied
7924,Female,Loyal Customer,53,Personal Travel,Business,1174,4,5,5,4,5,4,5,5,5,5,3,3,5,5,0,0.0,satisfied
7925,Male,disloyal Customer,41,Business travel,Business,817,3,4,2,4,5,3,5,5,4,5,3,2,5,4,0,0.0,satisfied
7926,Female,Loyal Customer,58,Business travel,Business,1061,4,4,4,4,3,4,3,3,4,3,4,4,4,3,1,9.0,satisfied
7927,Male,Loyal Customer,49,Business travel,Business,1362,3,4,2,2,4,3,5,5,4,4,4,4,4,5,10,0.0,neutral or dissatisfied
7928,Male,Loyal Customer,40,Business travel,Business,2108,4,5,4,2,3,3,4,3,4,3,4,4,3,3,9,12.0,satisfied
7929,Female,Loyal Customer,41,Business travel,Business,599,5,5,5,0,4,4,4,5,4,3,4,3,5,4,14,11.0,neutral or dissatisfied
7930,Male,Loyal Customer,29,Business travel,Eco Plus,1985,2,2,2,3,2,2,2,2,2,2,3,3,2,3,20,18.0,neutral or dissatisfied
7931,Male,Loyal Customer,22,Business travel,Business,1530,4,4,4,4,3,4,5,4,5,4,4,3,5,4,9,0.0,satisfied
7932,Male,Loyal Customer,25,Business travel,Business,1369,4,5,5,2,3,4,4,4,4,3,3,1,4,4,0,0.0,satisfied
7933,Male,Loyal Customer,26,Business travel,Business,175,3,4,4,4,4,4,4,4,5,4,3,3,5,5,0,0.0,satisfied
7934,Female,Loyal Customer,37,Business travel,Business,292,2,5,4,4,4,4,4,3,4,3,3,3,3,3,0,0.0,satisfied
7935,Female,Loyal Customer,52,Personal Travel,Eco Plus,1077,4,5,4,3,4,4,4,4,3,4,4,2,4,4,0,0.0,neutral or dissatisfied
7936,Male,Loyal Customer,50,Business travel,Business,1777,4,5,4,3,4,5,4,4,4,3,5,4,3,4,37,55.0,satisfied
7937,Female,Loyal Customer,17,Business travel,Eco,1550,2,4,2,2,4,2,3,2,2,2,5,3,2,2,0,0.0,neutral or dissatisfied
7938,Male,Loyal Customer,53,Business travel,Business,2062,5,5,5,2,5,5,4,3,5,5,3,1,3,4,0,0.0,satisfied
7939,Female,Loyal Customer,42,Business travel,Eco,1443,2,4,2,2,2,3,2,1,1,1,4,4,1,1,5,0.0,neutral or dissatisfied
7940,Male,Loyal Customer,51,Business travel,Business,1308,4,5,4,4,3,4,3,4,4,3,4,3,3,4,12,3.0,neutral or dissatisfied
7941,Male,Loyal Customer,48,Personal Travel,Eco,200,2,3,1,2,2,1,3,2,2,2,5,4,3,2,0,0.0,neutral or dissatisfied
7942,Male,Loyal Customer,15,Business travel,Business,868,4,5,4,4,4,5,5,4,3,4,4,2,4,4,0,0.0,satisfied
7943,Male,Loyal Customer,43,Business travel,Business,1145,4,5,5,5,4,5,4,5,4,5,3,4,5,5,8,0.0,satisfied
7944,Female,Loyal Customer,62,Business travel,Eco Plus,850,4,5,4,4,2,4,4,4,4,3,4,4,4,4,30,24.0,satisfied
7945,Male,Loyal Customer,22,Business travel,Eco,834,2,2,2,1,2,2,2,3,2,3,4,3,2,4,11,15.0,satisfied
7946,Female,Loyal Customer,26,Personal Travel,Eco Plus,956,4,4,4,5,5,4,4,5,5,4,5,2,4,5,0,0.0,satisfied
7947,Female,disloyal Customer,10,Personal Travel,Eco Plus,1521,3,2,2,3,2,2,2,3,2,2,4,2,3,3,13,17.0,neutral or dissatisfied
7948,Female,Loyal Customer,33,Business travel,Eco Plus,68,1,4,1,3,3,2,4,4,3,3,3,3,3,4,0,0.0,neutral or dissatisfied
7949,Female,Loyal Customer,18,Business travel,Business,2085,5,5,4,2,4,5,5,4,4,4,3,3,3,5,0,0.0,satisfied
7950,Female,disloyal Customer,27,Business travel,Business,390,5,4,4,3,5,4,5,5,4,4,3,3,5,5,27,32.0,satisfied
7951,Female,Loyal Customer,44,Business travel,Business,1036,5,3,5,4,4,5,3,4,4,2,3,3,3,3,0,0.0,neutral or dissatisfied
7952,Male,Loyal Customer,52,Business travel,Business,334,4,5,4,3,2,5,3,4,5,4,2,4,5,4,0,0.0,satisfied
7953,Female,disloyal Customer,11,Personal Travel,Eco,2137,3,3,2,3,2,2,2,3,2,2,2,5,2,2,5,5.0,neutral or dissatisfied
7954,Female,Loyal Customer,33,Personal Travel,Eco Plus,1661,4,5,3,3,2,3,2,3,2,1,2,1,2,2,0,0.0,neutral or dissatisfied
7955,Male,disloyal Customer,37,Business travel,Eco Plus,1318,3,5,3,2,2,4,4,3,4,4,2,4,5,3,5,5.0,neutral or dissatisfied
7956,Female,Loyal Customer,38,Personal Travel,Eco,681,2,2,2,3,1,3,1,1,1,2,3,3,1,1,8,0.0,neutral or dissatisfied
7957,Male,Loyal Customer,52,Business travel,Eco,1300,2,4,1,4,4,2,3,4,3,2,4,3,3,3,35,20.0,neutral or dissatisfied
7958,Male,Loyal Customer,52,Business travel,Business,1712,3,4,4,3,2,3,5,4,4,4,1,5,5,5,11,26.0,neutral or dissatisfied
7959,Female,Loyal Customer,53,Business travel,Eco,2110,2,5,2,4,1,3,1,2,2,0,4,3,2,2,1,9.0,neutral or dissatisfied
7960,Female,disloyal Customer,44,Business travel,Eco,2332,3,3,2,1,3,3,2,2,2,3,3,3,2,1,2,11.0,neutral or dissatisfied
7961,Male,Loyal Customer,36,Business travel,Eco,847,1,4,1,4,3,2,2,2,2,2,3,3,1,3,11,31.0,neutral or dissatisfied
7962,Female,Loyal Customer,32,Personal Travel,Eco Plus,604,4,5,4,2,4,4,4,4,4,4,5,3,5,4,33,13.0,neutral or dissatisfied
7963,Male,Loyal Customer,49,Business travel,Business,589,3,4,4,3,4,2,5,5,4,5,4,3,4,5,0,0.0,satisfied
7964,Male,Loyal Customer,27,Business travel,Eco,1057,2,1,2,3,2,2,2,2,2,1,4,5,2,3,0,0.0,neutral or dissatisfied
7965,Male,Loyal Customer,27,Business travel,Business,1439,4,4,4,3,4,4,4,4,4,4,4,2,5,4,0,0.0,satisfied
7966,Female,Loyal Customer,47,Business travel,Business,287,4,5,5,3,5,5,5,5,4,3,4,5,5,4,4,0.0,satisfied
7967,Female,Loyal Customer,51,Business travel,Business,633,2,4,3,2,2,4,2,3,4,2,3,2,3,3,9,0.0,neutral or dissatisfied
7968,Male,disloyal Customer,40,Business travel,Eco Plus,1472,3,4,2,3,1,2,1,1,3,1,2,3,2,1,1,0.0,neutral or dissatisfied
7969,Male,Loyal Customer,50,Business travel,Eco,1150,2,2,2,4,2,2,3,3,3,4,3,3,4,3,8,10.0,neutral or dissatisfied
7970,Female,Loyal Customer,36,Business travel,Business,730,4,5,4,3,3,5,4,3,4,3,3,3,4,4,47,36.0,neutral or dissatisfied
7971,Female,Loyal Customer,38,Business travel,Eco,543,4,3,3,3,2,3,3,3,3,4,2,3,4,4,30,26.0,neutral or dissatisfied
7972,Female,Loyal Customer,46,Business travel,Business,283,4,5,4,2,5,3,5,5,4,3,3,2,5,4,0,0.0,neutral or dissatisfied
7973,Female,Loyal Customer,28,Personal Travel,Eco Plus,204,2,5,3,2,1,3,1,2,2,1,4,3,2,2,0,0.0,neutral or dissatisfied
7974,Male,Loyal Customer,51,Business travel,Eco,930,3,4,2,5,4,2,4,3,2,5,5,4,3,3,5,1.0,neutral or dissatisfied
7975,Female,Loyal Customer,36,Personal Travel,Business,806,4,5,5,2,5,5,4,5,4,4,3,3,5,5,12,5.0,satisfied
7976,Female,disloyal Customer,37,Business travel,Business,1177,4,5,4,3,3,4,3,4,3,4,1,3,3,3,40,39.0,satisfied
7977,Male,disloyal Customer,41,Business travel,Business,1461,5,5,5,3,5,5,4,5,4,4,1,0,5,4,1,1.0,satisfied
7978,Male,disloyal Customer,52,Personal Travel,Eco Plus,1465,3,4,3,2,3,4,2,3,3,3,3,4,3,4,0,0.0,neutral or dissatisfied
7979,Male,disloyal Customer,7,Business travel,Business,377,5,5,5,2,4,5,5,5,5,4,3,2,5,4,0,0.0,satisfied
7980,Female,Loyal Customer,21,Personal Travel,Business,1021,5,5,5,3,3,5,3,3,4,3,2,4,3,3,17,3.0,satisfied
7981,Male,Loyal Customer,55,Business travel,Business,240,3,4,3,5,5,4,5,4,4,5,3,4,5,4,0,0.0,neutral or dissatisfied
7982,Male,disloyal Customer,47,Business travel,Eco,661,3,2,1,1,2,2,3,2,2,2,2,3,3,3,0,0.0,satisfied
7983,Female,disloyal Customer,33,Business travel,Eco,1670,0,2,2,1,2,1,1,2,2,1,2,2,1,2,0,0.0,neutral or dissatisfied
7984,Male,disloyal Customer,41,Personal Travel,Eco,784,3,3,2,1,2,3,2,2,3,1,4,1,2,2,16,14.0,neutral or dissatisfied
7985,Male,Loyal Customer,49,Business travel,Business,684,4,5,5,3,5,5,4,5,5,5,3,3,5,4,45,40.0,satisfied
7986,Male,Loyal Customer,63,Personal Travel,Eco,872,3,4,2,3,2,3,3,1,0,1,5,2,1,1,26,26.0,satisfied
7987,Female,disloyal Customer,34,Business travel,Business,799,4,5,3,1,4,5,3,4,3,3,3,3,3,4,9,0.0,satisfied
7988,Male,disloyal Customer,60,Personal Travel,Eco,1573,1,1,1,3,3,2,2,3,1,2,3,4,2,2,14,0.0,neutral or dissatisfied
7989,Male,Loyal Customer,49,Personal Travel,Eco,930,1,3,1,5,1,2,1,1,0,1,3,5,1,1,48,44.0,neutral or dissatisfied
7990,Female,disloyal Customer,26,Personal Travel,Eco Plus,71,3,4,3,3,2,3,3,2,3,3,3,3,3,2,0,0.0,neutral or dissatisfied
7991,Male,Loyal Customer,31,Business travel,Eco,964,3,5,3,1,3,4,3,2,2,2,3,4,3,3,0,0.0,neutral or dissatisfied
7992,Female,disloyal Customer,58,Personal Travel,Eco,752,1,4,1,4,1,0,3,2,2,2,3,3,2,2,0,0.0,neutral or dissatisfied
7993,Female,Loyal Customer,61,Business travel,Business,317,5,5,5,5,4,5,5,4,4,5,3,2,5,5,0,0.0,satisfied
7994,Male,disloyal Customer,39,Personal Travel,Eco,1441,1,3,1,3,3,1,1,2,1,2,4,3,1,2,30,41.0,neutral or dissatisfied
7995,Male,Loyal Customer,57,Personal Travel,Eco,1217,4,4,3,5,3,4,3,3,2,3,4,3,2,3,12,0.0,neutral or dissatisfied
7996,Male,Loyal Customer,45,Business travel,Eco,163,1,3,1,2,1,2,1,2,2,2,4,4,2,2,11,7.0,neutral or dissatisfied
7997,Male,Loyal Customer,39,Business travel,Eco,737,2,4,3,3,3,4,2,2,2,2,4,3,3,2,31,24.0,neutral or dissatisfied
7998,Female,Loyal Customer,43,Business travel,Business,933,4,5,4,3,3,4,3,3,4,3,3,2,3,4,8,12.0,satisfied
7999,Female,Loyal Customer,19,Business travel,Eco,625,3,3,3,1,0,4,1,2,2,1,2,3,2,2,1,9.0,neutral or dissatisfied
8000,Male,disloyal Customer,36,Business travel,Business,1169,2,4,3,2,5,2,5,5,4,5,3,4,5,5,0,0.0,neutral or dissatisfied
8001,Female,Loyal Customer,32,Business travel,Eco,517,2,3,3,3,2,3,1,1,2,2,5,2,1,1,1,14.0,neutral or dissatisfied
8002,Female,disloyal Customer,55,Personal Travel,Eco Plus,1472,3,5,4,2,3,4,4,2,2,2,4,4,3,2,9,17.0,neutral or dissatisfied
8003,Female,Loyal Customer,44,Business travel,Business,711,5,5,4,4,5,3,3,4,4,4,4,3,3,4,53,49.0,neutral or dissatisfied
8004,Female,Loyal Customer,36,Business travel,Eco Plus,433,2,5,5,4,3,4,3,3,4,3,4,3,3,4,0,0.0,neutral or dissatisfied
8005,Female,Loyal Customer,57,Personal Travel,Eco,707,3,5,3,1,2,4,2,3,2,3,5,3,2,2,19,27.0,neutral or dissatisfied
8006,Female,Loyal Customer,17,Personal Travel,Business,2405,4,5,5,4,1,5,2,3,2,2,2,2,2,3,16,17.0,neutral or dissatisfied
8007,Male,Loyal Customer,26,Business travel,Eco,233,2,2,1,4,0,3,2,2,2,1,3,3,0,2,13,10.0,neutral or dissatisfied
8008,Male,Loyal Customer,59,Business travel,Business,462,4,4,3,3,5,3,5,5,3,5,5,2,5,5,7,3.0,satisfied
8009,Male,disloyal Customer,50,Business travel,Business,164,5,5,4,3,4,5,5,4,5,4,4,5,4,4,4,0.0,satisfied
8010,Male,Loyal Customer,16,Business travel,Business,545,5,5,5,4,3,5,2,3,4,4,2,5,2,4,5,0.0,satisfied
8011,Female,disloyal Customer,43,Business travel,Eco Plus,442,3,3,3,1,2,3,3,2,2,3,4,3,2,2,27,13.0,neutral or dissatisfied
8012,Female,Loyal Customer,21,Business travel,Business,292,5,5,4,4,5,5,5,5,5,4,4,5,4,5,0,0.0,satisfied
8013,Male,Loyal Customer,34,Personal Travel,Eco,2394,2,3,3,4,2,2,3,3,1,2,2,5,2,2,0,0.0,neutral or dissatisfied
8014,Male,Loyal Customer,47,Business travel,Eco,960,2,3,2,4,1,2,2,2,1,2,3,1,2,2,13,0.0,neutral or dissatisfied
8015,Male,Loyal Customer,39,Personal Travel,Eco,1330,4,3,3,3,2,4,1,1,1,1,2,3,1,2,0,0.0,neutral or dissatisfied
8016,Female,Loyal Customer,39,Personal Travel,Eco,804,2,4,3,4,3,2,2,2,2,1,2,2,2,2,0,0.0,neutral or dissatisfied
8017,Male,Loyal Customer,28,Business travel,Business,563,4,5,3,3,4,5,5,5,4,4,2,4,4,5,18,6.0,satisfied
8018,Female,Loyal Customer,57,Business travel,Business,633,4,5,5,4,4,4,5,5,4,4,2,2,5,5,24,33.0,satisfied
8019,Male,Loyal Customer,47,Business travel,Business,1377,5,4,5,3,4,5,5,5,4,5,4,4,5,5,0,0.0,satisfied
8020,Female,Loyal Customer,28,Business travel,Eco,689,0,2,0,2,2,0,3,2,2,3,4,3,3,3,5,20.0,neutral or dissatisfied
8021,Female,Loyal Customer,42,Personal Travel,Eco Plus,1728,3,4,4,3,2,3,3,3,2,2,4,4,3,3,0,0.0,neutral or dissatisfied
8022,Female,Loyal Customer,35,Business travel,Business,169,4,5,5,3,4,4,3,4,4,2,5,3,3,3,0,0.0,satisfied
8023,Male,disloyal Customer,32,Business travel,Business,298,4,5,4,4,3,5,4,4,5,4,4,5,5,4,36,35.0,satisfied
8024,Male,Loyal Customer,42,Business travel,Eco,1743,2,1,1,4,0,1,1,1,0,2,2,3,1,1,12,32.0,neutral or dissatisfied
8025,Female,Loyal Customer,65,Business travel,Business,534,4,5,3,2,5,4,5,5,5,5,4,2,4,5,11,4.0,satisfied
8026,Female,Loyal Customer,27,Business travel,Business,528,5,5,5,3,5,4,4,3,4,3,3,2,4,5,1,4.0,neutral or dissatisfied
8027,Male,Loyal Customer,48,Business travel,Business,1044,5,5,5,2,3,5,4,3,3,4,5,3,4,4,1,11.0,satisfied
8028,Female,Loyal Customer,53,Business travel,Business,1657,4,3,5,2,2,4,3,3,3,4,4,5,4,3,0,0.0,satisfied
8029,Male,disloyal Customer,47,Business travel,Business,415,5,5,5,3,4,5,4,4,4,5,2,3,5,4,0,0.0,neutral or dissatisfied
8030,Female,Loyal Customer,54,Personal Travel,Eco,1400,3,2,2,3,2,1,2,2,3,2,2,2,3,2,13,18.0,neutral or dissatisfied
8031,Male,Loyal Customer,39,Business travel,Business,671,4,5,5,4,4,5,5,4,4,4,3,3,5,4,28,34.0,satisfied
8032,Male,Loyal Customer,47,Business travel,Business,1104,4,4,4,3,4,3,4,4,4,3,4,3,5,4,0,0.0,satisfied
8033,Male,Loyal Customer,42,Business travel,Eco,608,2,3,2,4,4,2,3,2,4,3,4,3,3,3,5,18.0,satisfied
8034,Female,Loyal Customer,21,Personal Travel,Eco,600,3,5,3,4,1,3,0,0,1,0,3,4,1,1,28,40.0,satisfied
8035,Female,Loyal Customer,24,Business travel,Business,957,3,3,2,3,3,3,4,4,3,4,3,4,4,4,2,3.0,satisfied
8036,Female,disloyal Customer,56,Business travel,Business,1614,4,5,4,3,4,5,5,5,5,4,2,5,5,5,2,16.0,neutral or dissatisfied
8037,Female,Loyal Customer,33,Business travel,Eco Plus,610,4,3,3,2,2,3,4,3,3,3,2,2,3,3,0,0.0,neutral or dissatisfied
8038,Female,Loyal Customer,35,Business travel,Eco,1140,2,3,2,5,3,2,2,3,3,2,4,3,2,2,0,0.0,neutral or dissatisfied
8039,Female,Loyal Customer,51,Personal Travel,Eco,422,3,5,4,3,4,2,3,3,3,2,2,2,3,3,0,0.0,neutral or dissatisfied
8040,Female,disloyal Customer,38,Personal Travel,Eco,438,2,4,2,4,2,2,1,1,1,1,4,3,2,1,0,0.0,neutral or dissatisfied
8041,Male,Loyal Customer,51,Business travel,Eco,1059,3,5,3,3,2,2,1,2,2,0,4,3,1,2,0,0.0,satisfied
8042,Male,Loyal Customer,38,Personal Travel,Eco,260,2,4,3,3,3,2,2,2,1,2,2,2,2,1,1,,satisfied
8043,Female,disloyal Customer,25,Business travel,Eco,901,2,3,1,3,2,2,2,3,2,3,2,3,2,3,1,11.0,satisfied
8044,Female,Loyal Customer,55,Business travel,Business,197,5,5,5,2,5,4,4,5,3,4,3,5,5,5,0,0.0,satisfied
8045,Female,disloyal Customer,28,Business travel,Eco,743,3,4,2,3,3,2,3,4,4,4,1,4,4,3,86,84.0,neutral or dissatisfied
8046,Male,Loyal Customer,59,Business travel,Business,2638,5,5,5,3,4,5,5,4,5,4,3,4,4,4,1,0.0,satisfied
8047,Female,Loyal Customer,49,Personal Travel,Eco,1794,4,3,4,2,3,4,2,2,2,1,5,2,2,1,5,4.0,neutral or dissatisfied
8048,Female,disloyal Customer,32,Business travel,Business,764,5,5,5,4,4,5,5,5,4,5,2,3,5,5,30,25.0,neutral or dissatisfied
8049,Female,Loyal Customer,49,Business travel,Business,1484,5,4,5,1,4,5,4,5,5,5,5,1,4,5,0,0.0,satisfied
8050,Male,Loyal Customer,33,Personal Travel,Eco,452,1,1,2,3,2,2,3,3,2,1,4,2,2,3,0,0.0,neutral or dissatisfied
8051,Male,Loyal Customer,29,Business travel,Business,408,4,4,4,4,3,4,3,4,3,3,3,3,3,5,3,4.0,satisfied
8052,Male,Loyal Customer,43,Business travel,Business,2119,5,5,4,3,4,5,3,4,4,4,1,4,3,5,4,8.0,satisfied
8053,Male,disloyal Customer,52,Business travel,Business,1542,4,5,5,3,4,5,4,4,5,2,1,5,4,5,2,6.0,satisfied
8054,Female,Loyal Customer,44,Personal Travel,Eco,707,3,2,3,3,2,2,2,4,3,3,4,4,3,3,0,0.0,neutral or dissatisfied
8055,Male,disloyal Customer,29,Personal Travel,Eco,151,1,2,2,5,2,1,1,2,1,3,2,3,2,1,9,10.0,neutral or dissatisfied
8056,Male,Loyal Customer,20,Business travel,Business,2164,5,5,5,3,3,4,4,4,5,5,4,3,4,5,17,31.0,satisfied
8057,Male,Loyal Customer,37,Business travel,Eco Plus,1520,3,2,3,2,2,3,3,2,2,2,3,3,3,1,0,0.0,neutral or dissatisfied
8058,Male,Loyal Customer,24,Business travel,Business,897,4,4,4,3,5,4,5,4,5,5,3,2,4,4,0,0.0,satisfied
8059,Female,Loyal Customer,39,Business travel,Business,1537,2,5,3,2,5,2,4,4,5,3,4,4,4,4,14,33.0,satisfied
8060,Male,disloyal Customer,39,Business travel,Business,1099,4,4,4,0,4,4,5,5,5,5,3,3,4,4,1,0.0,satisfied
8061,Female,Loyal Customer,51,Business travel,Eco Plus,452,3,5,3,2,3,3,3,3,3,3,5,4,4,4,0,0.0,satisfied
8062,Male,Loyal Customer,50,Business travel,Business,967,5,4,5,3,2,5,2,2,2,2,3,2,2,2,0,0.0,satisfied
8063,Male,Loyal Customer,55,Business travel,Business,2668,4,4,5,5,4,4,2,3,3,2,3,3,4,3,0,0.0,satisfied
8064,Female,Loyal Customer,40,Business travel,Business,853,4,5,4,3,3,4,4,4,5,4,2,2,4,5,8,2.0,satisfied
8065,Male,disloyal Customer,34,Personal Travel,Eco,1022,3,3,3,3,2,3,2,2,2,3,3,3,2,2,3,9.0,neutral or dissatisfied
8066,Male,Loyal Customer,47,Personal Travel,Business,332,4,5,3,3,3,3,3,3,3,3,4,2,3,3,24,51.0,satisfied
8067,Female,Loyal Customer,46,Business travel,Eco Plus,417,4,4,5,4,4,3,3,4,3,4,2,3,3,3,6,3.0,neutral or dissatisfied
8068,Male,Loyal Customer,46,Personal Travel,Eco,112,2,3,2,4,1,2,2,1,1,2,5,1,1,1,20,29.0,neutral or dissatisfied
8069,Female,Loyal Customer,69,Business travel,Business,132,3,5,3,1,5,4,5,5,5,5,4,4,5,5,1,0.0,satisfied
8070,Male,disloyal Customer,50,Personal Travel,Eco Plus,1330,2,3,3,2,3,3,3,3,3,3,3,4,3,3,0,0.0,neutral or dissatisfied
8071,Male,Loyal Customer,58,Personal Travel,Eco,635,3,2,2,2,1,2,2,1,2,2,3,3,1,2,2,0.0,neutral or dissatisfied
8072,Male,Loyal Customer,24,Business travel,Eco Plus,590,1,5,1,3,3,3,4,4,4,4,4,4,4,4,12,18.0,neutral or dissatisfied
8073,Male,Loyal Customer,25,Business travel,Business,1773,3,5,3,2,3,3,3,4,2,3,4,3,3,3,0,0.0,satisfied
8074,Male,Loyal Customer,28,Business travel,Eco,633,2,4,2,3,1,3,0,1,2,2,3,3,1,2,0,0.0,neutral or dissatisfied
8075,Female,disloyal Customer,40,Business travel,Business,385,5,5,4,2,3,5,3,5,4,3,3,3,4,5,0,0.0,satisfied
8076,Male,Loyal Customer,38,Business travel,Business,832,4,4,4,2,4,4,5,4,4,5,0,4,4,5,12,27.0,satisfied
8077,Male,Loyal Customer,44,Business travel,Eco,376,2,3,3,5,2,2,3,2,3,2,3,3,1,3,1,1.0,neutral or dissatisfied
8078,Male,Loyal Customer,65,Business travel,Eco,868,3,4,3,0,2,4,1,0,0,1,2,2,0,0,0,0.0,neutral or dissatisfied
8079,Male,disloyal Customer,39,Personal Travel,Eco,1605,1,3,1,4,2,1,3,2,2,1,3,1,3,2,0,0.0,neutral or dissatisfied
8080,Female,disloyal Customer,47,Personal Travel,Eco,1139,1,2,1,3,3,0,2,3,3,2,4,4,2,2,9,0.0,neutral or dissatisfied
8081,Male,Loyal Customer,41,Business travel,Business,1360,5,5,5,3,3,5,4,4,4,4,3,4,2,4,1,10.0,satisfied
8082,Female,Loyal Customer,56,Business travel,Business,495,4,4,4,3,4,5,5,4,4,4,2,1,3,4,6,0.0,satisfied
8083,Female,Loyal Customer,50,Personal Travel,Eco,1394,2,4,2,5,3,2,3,3,4,3,4,4,3,3,0,0.0,neutral or dissatisfied
8084,Male,Loyal Customer,39,Business travel,Business,583,3,5,4,4,3,4,4,4,5,2,5,3,4,4,5,0.0,satisfied
8085,Male,Loyal Customer,54,Personal Travel,Eco,1355,2,4,2,3,3,2,3,2,4,4,2,3,3,2,1,0.0,neutral or dissatisfied
8086,Male,Loyal Customer,49,Business travel,Business,1636,4,5,5,5,4,5,4,4,5,3,5,2,5,5,0,0.0,satisfied
